% MoM Electric Field Results - Generated: 2025-06-01 13:19:19
% Distance(m)	Field_dB	Magnitude(V/m)	Real(V/m)	Imag(V/m)	Phase(deg)
594.414392	-17.149191	3.436644e+00	-1.640269e+00	3.019940e+00	118.508
594.491659	-17.141872	3.439753e+00	2.949439e+00	1.769946e+00	30.968
594.568926	-17.139609	3.440861e+00	1.894542e+00	-2.872322e+00	-56.592
594.646193	-17.133510	3.443489e+00	-2.791181e+00	-2.016663e+00	-144.151
594.723460	-17.132061	3.444276e+00	-2.133312e+00	2.704074e+00	128.271
594.800727	-17.126509	3.446689e+00	2.613393e+00	2.247186e+00	40.691
594.877993	-17.125265	3.447395e+00	2.355282e+00	-2.517376e+00	-46.905
594.955260	-17.119623	3.449847e+00	-2.418205e+00	-2.460432e+00	-134.504
595.032527	-17.118070	3.450676e+00	-2.559549e+00	2.314276e+00	137.881
595.109794	-17.111772	3.453391e+00	2.207581e+00	2.655653e+00	50.264
595.187061	-17.109505	3.454504e+00	2.745491e+00	-2.096636e+00	-37.368
595.264328	-17.102079	3.457671e+00	-1.983293e+00	-2.832321e+00	-125.001
595.341595	-17.098803	3.459188e+00	-2.912656e+00	1.866124e+00	147.353
595.418862	-17.089887	3.462954e+00	1.746923e+00	2.990035e+00	59.704
595.496129	-17.085393	3.464958e+00	3.060687e+00	-1.624232e+00	-27.954
595.573396	-17.074748	3.469420e+00	-1.499896e+00	-3.128448e+00	-115.615
595.650663	-17.068888	3.471975e+00	-3.189256e+00	1.372318e+00	156.718
595.727930	-17.056408	3.477181e+00	1.243522e+00	3.247220e+00	69.046
595.805196	-17.049058	3.480338e+00	3.298028e+00	-1.111648e+00	-18.627
595.882463	-17.034775	3.486279e+00	-9.790356e-01	-3.345988e+00	-106.309
595.959730	-17.025811	3.490093e+00	-3.386642e+00	8.434476e-01	166.015
596.036997	-17.009886	3.496712e+00	7.076433e-01	3.424360e+00	78.324
596.114264	-16.999170	3.501244e+00	3.454709e+00	-5.689402e-01	-9.352
596.191531	-16.981868	3.508440e+00	-4.305595e-01	-3.481921e+00	-97.049
596.268798	-16.969265	3.513750e+00	-3.501813e+00	2.893845e-01	175.276
596.346065	-16.950895	3.521405e+00	1.490377e-01	3.518250e+00	87.574
596.423332	-16.936325	3.527533e+00	3.527528e+00	-6.098346e-03	-0.099
596.500599	-16.917152	3.535545e+00	1.356029e-01	-3.532944e+00	-87.802
596.577866	-16.900660	3.542481e+00	-3.531436e+00	-2.795272e-01	-175.474
596.655133	-16.880816	3.550802e+00	-4.219567e-01	3.525641e+00	96.825
596.732399	-16.862647	3.558455e+00	3.513149e+00	5.660260e-01	9.153
596.809666	-16.842058	3.567119e+00	7.085153e-01	-3.496046e+00	-78.543
596.886933	-16.822670	3.575308e+00	-3.472342e+00	-8.518628e-01	-166.216
596.964200	-16.801086	3.584424e+00	-9.936572e-01	3.443942e+00	106.094
597.041467	-16.781048	3.592922e+00	3.408792e+00	1.135442e+00	18.423
597.118734	-16.758208	3.602603e+00	1.275653e+00	-3.369193e+00	-69.262
597.196001	-16.737957	3.611234e+00	-3.322420e+00	-1.415109e+00	-156.930
597.273268	-16.713874	3.621482e+00	-1.552691e+00	3.271739e+00	115.388
597.350535	-16.693415	3.630244e+00	3.213333e+00	1.689131e+00	27.729
597.427802	-16.668617	3.640846e+00	1.822935e+00	-3.151613e+00	-59.954
597.505069	-16.647411	3.649969e+00	-3.081827e+00	-1.955663e+00	-147.602
597.582336	-16.622844	3.660531e+00	-2.084589e+00	3.008983e+00	124.714
597.659602	-16.600160	3.670328e+00	2.928337e+00	2.212725e+00	37.076
597.736869	-16.576563	3.680538e+00	2.335926e+00	-2.844260e+00	-50.605
597.814136	-16.552303	3.691058e+00	-2.753338e+00	-2.458259e+00	-138.241
597.891403	-16.529363	3.701046e+00	-2.575212e+00	2.658199e+00	134.092
597.968670	-16.504650	3.711818e+00	2.557307e+00	2.690311e+00	46.452
598.045937	-16.480984	3.722173e+00	2.800523e+00	-2.451865e+00	-41.202
598.123204	-16.457367	3.732535e+00	-2.340892e+00	-2.907240e+00	-128.841
598.200471	-16.432151	3.743616e+00	-3.009667e+00	2.226334e+00	143.509
598.277738	-16.409490	3.753625e+00	2.105288e+00	3.107646e+00	55.884
598.355005	-16.384295	3.764759e+00	3.200565e+00	-1.982372e+00	-31.773
598.432272	-16.360233	3.775434e+00	-1.852316e+00	-3.289806e+00	-119.382
598.509539	-16.337398	3.785603e+00	-3.371904e+00	1.720771e+00	152.964
598.586805	-16.311153	3.797291e+00	1.583602e+00	3.451322e+00	65.352
598.664072	-16.289205	3.807131e+00	3.522894e+00	-1.443421e+00	-22.280
598.741339	-16.264318	3.818288e+00	-1.299774e+00	-3.590253e+00	-109.902
598.818606	-16.239730	3.829346e+00	-3.651607e+00	1.153108e+00	162.475
598.895873	-16.217204	3.839525e+00	1.002045e+00	3.706461e+00	74.872
598.973140	-16.193058	3.850448e+00	3.755236e+00	-8.509742e-01	-12.768
599.050407	-16.167465	3.862046e+00	-6.941009e-01	-3.799161e+00	-100.354
599.127674	-16.147181	3.871312e+00	-3.833851e+00	5.372591e-01	172.023
599.204941	-16.121060	3.883209e+00	3.779599e-01	3.864771e+00	84.414
599.282208	-16.097468	3.894008e+00	3.887991e+00	-2.163988e-01	-3.186
599.359475	-16.075646	3.904042e+00	-5.282698e-02	-3.903684e+00	-90.775
599.436742	-16.052603	3.914651e+00	-3.913131e+00	-1.090860e-01	-178.403
599.514008	-16.025696	3.927037e+00	-2.754992e-01	3.917361e+00	94.023
599.591275	-16.006451	3.935987e+00	3.911220e+00	4.408552e-01	6.431
599.668542	-15.983223	3.946768e+00	6.057370e-01	-3.900008e+00	-81.172
599.745809	-15.958248	3.958374e+00	-3.882637e+00	-7.706162e-01	-168.774
599.823076	-15.933741	3.969800e+00	-9.382945e-01	3.857320e+00	103.672
599.900343	-15.916200	3.978068e+00	3.822474e+00	1.101689e+00	16.078
599.977610	-15.891519	3.989631e+00	1.264434e+00	-3.783961e+00	-71.523
600.054877	-15.896194	3.987726e+00	-3.721724e+00	-1.432038e+00	-158.954
600.132144	-15.914586	3.979533e+00	-1.600797e+00	3.643368e+00	113.719
600.209411	-15.941428	3.967494e+00	3.554966e+00	1.761599e+00	26.360
600.286678	-15.962928	3.957925e+00	1.917817e+00	-3.462247e+00	-61.017
600.363945	-15.983005	3.949027e+00	-3.363152e+00	-2.069787e+00	-148.391
600.441211	-16.000536	3.941303e+00	-2.220385e+00	3.256342e+00	124.289
600.518478	-16.027978	3.929109e+00	3.139022e+00	2.363142e+00	36.973
600.595745	-16.056262	3.916573e+00	2.498603e+00	-3.016045e+00	-50.360
600.673012	-16.085987	3.903428e+00	-2.888601e+00	-2.625402e+00	-137.733
600.750279	-16.106796	3.894324e+00	-2.749249e+00	2.758150e+00	134.907
600.827546	-16.129328	3.884470e+00	2.620253e+00	2.867644e+00	47.581
600.904813	-16.152063	3.874550e+00	2.980961e+00	-2.475078e+00	-39.703
600.982080	-16.185159	3.860049e+00	-2.322271e+00	-3.083348e+00	-126.986
601.059347	-16.218731	3.845391e+00	-3.176958e+00	2.166557e+00	145.708
601.136614	-16.255273	3.829479e+00	2.008578e+00	3.260449e+00	58.365
601.213881	-16.283356	3.817349e+00	3.339108e+00	-1.850003e+00	-28.988
601.291148	-16.310505	3.805666e+00	-1.687608e+00	-3.411022e+00	-116.324
601.368414	-16.332118	3.796438e+00	-3.478369e+00	1.521148e+00	156.379
601.445681	-16.360154	3.784433e+00	1.348601e+00	3.535987e+00	69.124
601.522948	-16.389739	3.771792e+00	3.584898e+00	-1.172571e+00	-18.112
601.600215	-16.429210	3.754919e+00	-9.938080e-01	-3.621016e+00	-105.347
601.677482	-16.468816	3.738062e+00	-3.647918e+00	8.159651e-01	167.392
601.754749	-16.513384	3.719156e+00	6.391060e-01	3.663832e+00	80.105
601.832016	-16.551820	3.702958e+00	3.673656e+00	-4.649181e-01	-7.213
601.909283	-16.590142	3.686880e+00	-2.914611e-01	-3.675341e+00	-94.534
601.986550	-16.619783	3.674541e+00	-3.672614e+00	1.190017e-01	178.144
602.063817	-16.649833	3.662072e+00	-5.468843e-02	3.661664e+00	90.856
602.141084	-16.674095	3.652078e+00	3.644907e+00	2.287557e-01	3.591
602.218351	-16.703003	3.640164e+00	4.041994e-01	-3.617653e+00	-83.625
602.295617	-16.730476	3.628888e+00	-3.582420e+00	-5.788700e-01	-170.821
602.372884	-16.766102	3.614252e+00	-7.526868e-01	3.535008e+00	102.020
602.450151	-16.802472	3.599367e+00	3.479034e+00	9.229141e-01	14.857
602.527418	-16.847546	3.580954e+00	1.089398e+00	-3.411223e+00	-72.289
602.604685	-16.892628	3.562631e+00	-3.336232e+00	-1.249757e+00	-159.464
602.681952	-16.944425	3.541663e+00	-1.404513e+00	3.251264e+00	113.364
602.759219	-16.993781	3.521808e+00	3.161387e+00	1.552019e+00	26.148
602.836486	-17.046860	3.500563e+00	1.693583e+00	-3.063612e+00	-61.066
602.913753	-17.094947	3.481447e+00	-2.962857e+00	-1.828101e+00	-148.325
602.991020	-17.144155	3.461988e+00	-1.957351e+00	2.855545e+00	124.429
603.068287	-17.186849	3.445221e+00	2.746229e+00	2.080330e+00	37.145
603.145554	-17.229172	3.428682e+00	2.198912e+00	-2.630711e+00	-50.109
603.222820	-17.264881	3.414821e+00	-2.513271e+00	-2.311812e+00	-137.391
603.300087	-17.299870	3.401298e+00	-2.420768e+00	2.389291e+00	135.375
603.377354	-17.329380	3.389966e+00	2.263006e+00	2.524019e+00	48.121
603.454621	-17.358573	3.378796e+00	2.623138e+00	-2.129649e+00	-39.072
603.531888	-17.384198	3.369045e+00	-1.993616e+00	-2.715872e+00	-126.281
603.609155	-17.410152	3.359196e+00	-2.803734e+00	1.850210e+00	146.579
603.686422	-17.434755	3.349897e+00	1.704103e+00	2.884067e+00	59.423
603.763689	-17.460171	3.340310e+00	2.958495e+00	-1.550799e+00	-27.663
603.840956	-17.486418	3.330433e+00	-1.395253e+00	-3.024079e+00	-114.768
603.918223	-17.513577	3.320235e+00	-3.082714e+00	1.233222e+00	158.196
603.995490	-17.543524	3.309007e+00	1.069865e+00	3.131280e+00	71.136
604.072757	-17.574042	3.297600e+00	3.172067e+00	-9.011980e-01	-15.860
604.150023	-17.609000	3.284553e+00	-7.324503e-01	-3.201844e+00	-102.885
604.227290	-17.643806	3.271614e+00	-3.223350e+00	5.598866e-01	170.146
604.304557	-17.684378	3.256564e+00	3.886554e-01	3.233289e+00	83.146
604.381824	-17.723824	3.242004e+00	3.234849e+00	-2.152631e-01	-3.807
604.459091	-17.770025	3.224999e+00	-4.462785e-02	-3.224691e+00	-90.793
604.536358	-17.814033	3.208894e+00	-3.206400e+00	-1.264922e-01	-177.741
604.613625	-17.865435	3.190153e+00	-2.935430e-01	3.176619e+00	95.280
604.690892	-17.913643	3.172687e+00	3.139237e+00	4.594884e-01	8.327
604.768159	-17.969509	3.152536e+00	6.202454e-01	-3.090919e+00	-78.653
604.845426	-18.021391	3.133950e+00	-3.035727e+00	-7.784659e-01	-165.617
604.922693	-18.080797	3.112777e+00	-9.306107e-01	2.970411e+00	107.395
604.999960	-18.135740	3.093335e+00	2.899051e+00	1.078992e+00	20.415
605.077226	-18.197677	3.071540e+00	1.220643e+00	-2.818579e+00	-66.584
605.154493	-18.255035	3.051508e+00	-2.732910e+00	-1.357534e+00	-153.585
605.231760	-18.318499	3.029475e+00	-1.487245e+00	2.639284e+00	119.401
605.309027	-18.377598	3.009113e+00	2.541263e+00	1.611441e+00	32.379
605.386294	-18.441671	2.987177e+00	1.728164e+00	-2.436530e+00	-54.653
605.463561	-18.501805	2.966747e+00	-2.328119e+00	-1.838872e+00	-141.696
605.540828	-18.565722	2.945172e+00	-1.941905e+00	2.214282e+00	131.250
605.618095	-18.626129	2.924937e+00	2.097386e+00	2.038683e+00	44.187
605.695362	-18.689329	2.903906e+00	2.127615e+00	-1.976341e+00	-42.889
605.772629	-18.749178	2.884139e+00	-1.852774e+00	-2.210314e+00	-129.971
605.849896	-18.811323	2.863750e+00	-2.284968e+00	1.726264e+00	142.929
605.927163	-18.869725	2.844730e+00	1.597733e+00	2.353665e+00	55.830
606.004429	-18.930667	2.825011e+00	2.414054e+00	-1.467321e+00	-31.292
606.081696	-18.986737	2.807002e+00	-1.335427e+00	-2.468986e+00	-118.408
606.158963	-19.046428	2.787945e+00	-2.515286e+00	1.202488e+00	154.449
606.236230	-19.099402	2.771160e+00	1.068724e+00	2.556787e+00	67.315
606.313497	-19.157741	2.752776e+00	2.589318e+00	-9.344535e-01	-19.844
606.390764	-19.207142	2.737328e+00	-8.002020e-01	-2.617755e+00	-106.997
606.468031	-19.263787	2.719698e+00	-2.636980e+00	6.656499e-01	165.833
606.545298	-19.309591	2.705556e+00	5.321681e-01	2.652703e+00	78.656
606.622565	-19.363822	2.688878e+00	2.659216e+00	-3.982885e-01	-8.518
606.699832	-19.406520	2.675853e+00	-2.666719e-01	-2.662532e+00	-95.720
606.777099	-19.457251	2.660430e+00	-2.657033e+00	1.343969e-01	177.104
606.854366	-19.497704	2.648227e+00	5.535042e-03	2.648221e+00	89.880
606.931632	-19.543761	2.634380e+00	2.631453e+00	1.241540e-01	2.701
607.008899	-19.582758	2.622736e+00	2.496090e-01	-2.610831e+00	-84.539
607.086166	-19.623441	2.610637e+00	-2.583470e+00	-3.756449e-01	-171.727
607.163433	-19.661048	2.599514e+00	-4.972519e-01	2.551512e+00	101.028
607.240700	-19.696751	2.589006e+00	2.514035e+00	6.185305e-01	13.822
607.317967	-19.731827	2.578727e+00	7.359299e-01	-2.471486e+00	-73.418
607.395234	-19.764207	2.569286e+00	-2.424090e+00	-8.514793e-01	-160.646
607.472501	-19.794682	2.560441e+00	-9.641525e-01	2.371975e+00	112.121
607.549768	-19.825797	2.551438e+00	2.314668e+00	1.073383e+00	24.879
607.627035	-19.850124	2.544455e+00	1.180405e+00	-2.254083e+00	-62.360
607.704302	-19.880524	2.535717e+00	-2.187031e+00	-1.283259e+00	-149.597
607.781569	-19.899650	2.530291e+00	-1.383298e+00	2.118693e+00	123.141
607.858835	-19.926891	2.522519e+00	2.042710e+00	1.480013e+00	35.925
607.936102	-19.944563	2.517543e+00	1.571831e+00	-1.966563e+00	-51.365
608.013369	-19.964680	2.511869e+00	-1.883250e+00	-1.662184e+00	-138.568
608.090636	-19.983944	2.506455e+00	-1.745501e+00	1.798762e+00	134.139
608.167903	-19.996479	2.502990e+00	1.709696e+00	1.828086e+00	46.917
608.245170	-20.014561	2.497935e+00	1.903822e+00	-1.617139e+00	-40.345
608.322437	-20.025463	2.494951e+00	-1.522427e+00	-1.976612e+00	-127.604
608.399704	-20.035474	2.492226e+00	-2.045369e+00	1.423957e+00	145.155
608.476971	-20.049601	2.488325e+00	1.322221e+00	2.107960e+00	57.902
608.554238	-20.052270	2.487709e+00	2.167844e+00	-1.220307e+00	-29.376
608.631505	-20.062477	2.484936e+00	-1.111775e+00	-2.222356e+00	-116.577
608.708772	-20.068913	2.483245e+00	-2.270499e+00	1.005653e+00	156.110
608.786039	-20.066960	2.483952e+00	8.941746e-01	2.317427e+00	68.901
608.863305	-20.075981	2.481522e+00	2.355266e+00	-7.814562e-01	-18.355
608.940572	-20.074405	2.482120e+00	-6.687132e-01	-2.390344e+00	-105.629
609.017839	-20.070029	2.483520e+00	-2.421205e+00	5.528457e-01	167.138
609.095106	-20.074864	2.482286e+00	4.346216e-01	2.443942e+00	79.916
609.172373	-20.069734	2.483901e+00	2.463214e+00	-3.199108e-01	-7.400
609.249640	-20.058554	2.487249e+00	-1.988600e-01	-2.479287e+00	-94.586
609.326907	-20.062332	2.486317e+00	-2.485044e+00	7.952623e-02	178.167
609.404174	-20.053029	2.489130e+00	-3.826696e-02	2.488836e+00	90.881
609.481441	-20.037256	2.493803e+00	2.488754e+00	1.586065e-01	3.646
609.558708	-20.032613	2.495286e+00	2.813051e-01	-2.479379e+00	-83.527
609.635975	-20.029458	2.496341e+00	-2.464514e+00	-3.973548e-01	-170.841
609.713242	-20.005406	2.503413e+00	-5.165036e-01	2.449551e+00	101.907
609.790508	-19.990623	2.507827e+00	2.425438e+00	6.375352e-01	14.727
609.867775	-19.985991	2.509315e+00	7.554987e-01	-2.392882e+00	-72.478
609.945042	-19.974169	2.512883e+00	-2.358464e+00	-8.673099e-01	-159.809
610.022309	-19.989889	2.508489e+00	-9.936612e-01	2.303292e+00	113.336
610.099576	-20.135415	2.466957e+00	2.187787e+00	1.139940e+00	27.522
610.176843	-20.291169	2.423258e+00	1.275050e+00	-2.060686e+00	-58.253
610.254110	-20.447042	2.380300e+00	-1.928503e+00	-1.395243e+00	-144.115
610.331377	-20.576304	2.345279e+00	-1.510344e+00	1.794211e+00	130.090
610.408644	-20.700190	2.312203e+00	1.650709e+00	1.619087e+00	44.446
610.485911	-20.827733	2.278633e+00	1.718888e+00	-1.495860e+00	-41.031
610.563178	-20.975063	2.240442e+00	-1.333112e+00	-1.800664e+00	-126.514
610.640445	-21.112176	2.205483e+00	-1.869246e+00	1.170503e+00	147.946
610.717711	-21.233534	2.175012e+00	1.008450e+00	1.927097e+00	62.377
610.794978	-21.322655	2.152937e+00	1.980725e+00	-8.437203e-01	-23.072
610.872245	-21.408171	2.131971e+00	-6.709617e-01	-2.023638e+00	-108.344
610.949512	-21.491537	2.111731e+00	-2.053673e+00	4.917679e-01	166.534
611.026779	-21.593210	2.087280e+00	3.103296e-01	2.064082e+00	81.450
611.104046	-21.689098	2.064487e+00	2.060185e+00	-1.331940e-01	-3.699
611.181313	-21.779174	2.043309e+00	3.826140e-02	-2.042950e+00	-88.927
611.258580	-21.834397	2.030479e+00	-2.020118e+00	-2.048605e-01	-174.209
611.335847	-21.866788	2.023041e+00	-3.710713e-01	1.988719e+00	100.569
611.413114	-21.866405	2.023250e+00	1.950225e+00	5.386680e-01	15.441
611.490381	-21.859983	2.024866e+00	7.083222e-01	-1.896935e+00	-69.524
611.567648	-21.843115	2.028923e+00	-1.829898e+00	-8.763561e-01	-154.410
611.644914	-21.836767	2.030526e+00	-1.039315e+00	1.744380e+00	120.787
611.722181	-21.827628	2.032784e+00	1.646226e+00	1.192540e+00	35.920
611.799448	-21.824585	2.033616e+00	1.334515e+00	-1.534492e+00	-48.987
611.876715	-21.808287	2.037557e+00	-1.416966e+00	-1.464188e+00	-134.061
611.953982	-21.782268	2.043790e+00	-1.583629e+00	1.291974e+00	140.791
612.031249	-21.730313	2.056173e+00	1.165195e+00	1.694158e+00	55.481
612.108516	-21.657882	2.073514e+00	1.798505e+00	-1.031911e+00	-29.846
612.185783	-21.557382	2.097769e+00	-8.954599e-01	-1.897047e+00	-115.269
612.263050	-21.437519	2.127044e+00	-1.990635e+00	7.494589e-01	159.369
612.340317	-21.298444	2.161503e+00	5.971331e-01	2.077385e+00	73.963
612.417584	-21.148468	2.199279e+00	2.156291e+00	-4.327090e-01	-11.347
612.494851	-20.991847	2.239428e+00	-2.610664e-01	-2.224159e+00	-96.695
612.572117	-20.832666	2.280982e+00	-2.279647e+00	7.802070e-02	178.040
612.649384	-20.676895	2.322395e+00	-1.097150e-01	2.319802e+00	92.708
612.726651	-20.522834	2.364094e+00	2.344312e+00	3.051942e-01	7.417
612.803918	-20.377702	2.404069e+00	5.007464e-01	-2.351341e+00	-77.978
612.881185	-20.234266	2.444243e+00	-2.342068e+00	-6.993153e-01	-163.375
612.958452	-20.101426	2.482059e+00	-8.932805e-01	2.315743e+00	111.094
613.035719	-19.967410	2.520801e+00	2.274739e+00	1.086279e+00	25.526
613.112986	-19.843278	2.557236e+00	1.271336e+00	-2.218820e+00	-60.188
613.190253	-19.713871	2.595774e+00	-2.150960e+00	-1.453070e+00	-145.959
613.267520	-19.592605	2.632424e+00	-1.625259e+00	2.070794e+00	128.127
613.344787	-19.462035	2.672452e+00	1.981384e+00	1.793353e+00	42.148
613.422054	-19.337792	2.711114e+00	1.951672e+00	-1.881785e+00	-43.956
613.499320	-19.201145	2.754265e+00	-1.774882e+00	-2.106126e+00	-130.122
613.576587	-19.069490	2.796495e+00	-2.251270e+00	1.658966e+00	143.613
613.653854	-18.923699	2.843998e+00	1.536723e+00	2.393074e+00	57.293
613.731121	-18.782234	2.890867e+00	2.526078e+00	-1.405717e+00	-29.095
613.808388	-18.626345	2.943392e+00	-1.268558e+00	-2.655997e+00	-115.530
613.885655	-18.474712	2.995405e+00	-2.777228e+00	1.122253e+00	157.997
613.962922	-18.309619	3.053063e+00	9.695206e-01	2.895034e+00	71.485
614.040189	-18.149068	3.110204e+00	3.003679e+00	-8.070204e-01	-15.039
614.117456	-17.976948	3.172638e+00	-6.377447e-01	-3.107879e+00	-101.596
614.194723	-17.809750	3.234491e+00	-3.201870e+00	4.582148e-01	171.856
614.271990	-17.633428	3.301017e+00	2.717935e-01	3.289809e+00	85.277
614.349257	-17.462294	3.366899e+00	3.366062e+00	-7.504667e-02	-1.277
614.426523	-17.284694	3.436653e+00	1.282771e-01	-3.434258e+00	-87.861
614.503790	-17.112337	3.505735e+00	-3.489071e+00	-3.414151e-01	-174.411
614.581057	-16.936109	3.577800e+00	-5.602995e-01	3.533655e+00	99.010
614.658324	-16.764973	3.649207e+00	3.563147e+00	7.878400e-01	12.468
614.735591	-16.592280	3.722706e+00	1.019786e+00	-3.580304e+00	-74.101
614.812858	-16.424412	3.795576e+00	-3.580826e+00	-1.258602e+00	-160.634
614.890125	-16.256862	3.869731e+00	-1.500045e+00	3.567168e+00	112.807
614.967392	-16.093886	3.943258e+00	3.535634e+00	1.746018e+00	26.282
615.044659	-15.932554	4.017421e+00	1.992504e+00	-3.488495e+00	-60.267
615.121926	-15.775689	4.090875e+00	-3.422618e+00	-2.240745e+00	-146.788
615.199193	-15.621202	4.164531e+00	-2.487169e+00	3.340256e+00	126.672
615.276460	-15.471304	4.237274e+00	3.238697e+00	2.732276e+00	40.152
615.353726	-15.323949	4.310026e+00	2.973124e+00	-3.120394e+00	-46.384
615.430993	-15.181542	4.381530e+00	-2.982837e+00	-3.209438e+00	-132.904
615.508260	-15.041394	4.453062e+00	-3.439024e+00	2.828936e+00	140.559
615.585527	-14.906692	4.522925e+00	2.656091e+00	3.660879e+00	54.038
615.662794	-14.773728	4.592965e+00	3.873560e+00	-2.467967e+00	-32.502
615.740061	-14.646649	4.660931e+00	-2.261540e+00	-4.075501e+00	-119.026
615.817328	-14.520845	4.729208e+00	-4.265865e+00	2.041521e+00	154.426
615.894595	-14.401036	4.795175e+00	1.804149e+00	4.442831e+00	67.899
615.971862	-14.282419	4.861394e+00	4.605854e+00	-1.555396e+00	-18.660
616.049129	-14.169309	4.925404e+00	-1.290564e+00	-4.753320e+00	-105.190
616.126396	-14.057949	4.989251e+00	-4.884513e+00	1.016938e+00	168.239
616.203663	-13.950853	5.051446e+00	7.288847e-01	4.998583e+00	81.704
616.280929	-13.846785	5.112634e+00	5.094112e+00	-4.347984e-01	-4.879
616.358196	-13.745057	5.173168e+00	-1.284041e-01	-5.171574e+00	-91.422
616.435463	-13.648142	5.231520e+00	-5.228377e+00	-1.813177e-01	-178.014
616.512730	-13.551360	5.290448e+00	-5.006641e-01	5.266705e+00	95.430
616.589997	-13.461144	5.345998e+00	5.282597e+00	8.208929e-01	8.833
616.667264	-13.369244	5.403179e+00	1.147464e+00	-5.279931e+00	-77.739
616.744531	-13.284897	5.456224e+00	-5.253680e+00	-1.472831e+00	-164.340
616.821798	-13.198163	5.511305e+00	-1.800776e+00	5.208808e+00	109.071
616.899065	-13.118613	5.562339e+00	5.140144e+00	2.125684e+00	22.467
616.976332	-13.037438	5.614896e+00	2.449268e+00	-5.052538e+00	-64.138
617.053599	-12.961742	5.664375e+00	-4.942057e+00	-2.767890e+00	-150.748
617.130866	-12.886168	5.714210e+00	-3.081705e+00	4.811995e+00	122.636
617.208132	-12.814002	5.762222e+00	4.660946e+00	3.388036e+00	36.013
617.285399	-12.743305	5.809655e+00	3.687084e+00	-4.489711e+00	-50.606
617.362666	-12.675205	5.855727e+00	-4.299714e+00	-3.975173e+00	-137.246
617.439933	-12.607950	5.901591e+00	-4.254714e+00	4.089765e+00	136.132
617.517200	-12.544869	5.944956e+00	3.862655e+00	4.519114e+00	49.478
617.594467	-12.479769	5.990032e+00	4.774312e+00	-3.617517e+00	-37.151
